address,restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dishes_liked,cuisines,approx_cost_for_two_people
"465C, 17th G Main, 80 Feet Road, Koramangala 6th Block, Bangalore",Bearfoot Cafe,Yes,No,4.2,174,+91 8904044405,Koramangala 6th Block,Cafe,"Cappuccino, Burgers, Fish, Pizza, Coffee, White Sauce Pasta, Fries",Cafe,600
"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",1722 Urban Bistro,Yes,Yes,4.1,218,"080 43714030
+91 8151979797",Koramangala 5th Block,Casual Dining,"Burgers, Pasta, Pizza, Biryani, Veg Burger, Chicken Burger, Chicken Lollipop","North Indian, Chinese, Fast Food, Biryani",600
"7th Main, NS Palya, 2nd Stage, BTM, Bangalore",Nanna Munna Paratha House,Yes,No,4.0,108,"+91 8088120161
+91 9738720798",BTM,Quick Bites,"Paratha, Palak Paneer",North Indian,300
"351, 5th Main, 4th Avenue, Teachers Colony, HSR, Bangalore",South Tiffins,Yes,No,3.6,144,+91 8095500014,HSR,Quick Bites,"Masala Dosa, Vada, Tea, Coffee, Idli",South Indian,150
"310, 9th Main Road, 5th Block, Jayanagar, Bangalore",Vindu Andhra Ruchulu,Yes,No,3.8,281,"080 22442527
+91 9900007666",Jayanagar,Casual Dining,"Raita, Chicken Curry, Fish, Mutton Biryani, Beer, Chicken Guntur, Chicken Biryani","Biryani, North Indian, Andhra",800
"Shop 62, The High Street, 11th Main, 4th Block Jayanagar, Bangalore",The Belgian Waffle Co.,Yes,No,3.8,151,00 08041010202,Jayanagar,Dessert Parlor,Waffles,"Desserts, Beverages",350
"Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",The House Of Paratha,Yes,No,3.7,58,"080 25505318
+91 9886077960",Koramangala 5th Block,Quick Bites,Cheese Paratha,North Indian,200
"462, 1st Floor, 17th C Main Road, 2nd Cross, KHB Colony, Koramangala 5th Block, Bangalore",Naati Manae,Yes,Yes,3.9,484,"080 41116661
080 41136661",Koramangala 5th Block,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry","North Indian, South Indian, Chinese, Biryani",700
"1131/1, 17th Cross, 7th Sector HSR, Bangalore",Davanagere Benne Dose,Yes,No,3.9,106,+91 9916751528,HSR,Quick Bites,Benne Dosa,South Indian,150
"354, 1st Main Road, Koramangala 7th Block, Bangalore",Friend's Cafe,Yes,No,3.9,551,+91 8884740361,Koramangala 7th Block,Quick Bites,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches","Fast Food, American, Chinese",600
"60,18th Main, 22nd Cross, Sector 3, HSR Layout, Bangalore",Bangalore Cafe,Yes,No,3.7,197,+91 8049796655,HSR,Quick Bites,"Sabudana Vada, Masala Dosa, Filter Coffee, Pesarattu Upma, Podi Idli, Mirchi Bajji, Pongal","South Indian, Fast Food",400
"13A Ground Floor, 14th Main, Near Green View Hospital, HSR, Bangalore",Kuttanadu,Yes,No,2.8,261,"080 42114333
+91 8095983146",HSR,Casual Dining,"Pothichoru, Kerala Parotta, Beef Fry, Vegetable Stew, Chicken Curry, Paratha, Biryani","Kerala, Chinese, Seafood, North Indian",700
"Shop 1, Ground Floor, 37th B cross, 9th Block, Ward No 58, Jayanagar, Bangalore",Wat-a-Burger!,Yes,No,4.0,108,"+91 8496033111
+91 8496033999",Jayanagar,Quick Bites,"Burgers, Tea, Ferrero Rocher, Sandwich, French Fries","Burger, Sandwich, Beverages",500
"Shop 466, 17th G Main Road, Koramangala 6th Block, Bangalore",Waffle Magic,Yes,No,4.1,83,080 49652808,Koramangala 6th Block,Cafe,Waffles,"Cafe, Desserts",700
"488, KHB Colony, 1st Cross, Opposite Krishna Temple, Koramangala 5th Block, Bangalore",Desipun,Yes,Yes,4.2,344,+91 9108182190,Koramangala 5th Block,Casual Dining,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",North Indian,500
"466, G 80 Feet Main Road ,Opposite koramangala Bus Depo, Koramangala 6th Block, Bangalore",Indore Eat Restaurant,No,No,4.0,72,+91 8310114053,Koramangala 6th Block,Quick Bites,"Poha, Kachori, Samosa, Sabudana Khichdi, Paratha","Street Food, South Indian",100
"52, 1st Floor, 3rd Cross, Omkar Nagar Arkere Gate, Near Reliance Store, Bannerghatta Road, Bangalore",BIB - Breakfast in the Box,Yes,No,3.7,85,+91 7005889963,Bannerghatta Road,Delivery,"Chicken Burger, English Breakfast, Corn Sandwich, French Fries, Bacon Fry, Beef Burger, Omelette","American, Sandwich",600
"1006, 7th Main, 1st Block, 80 Feet Road, Koramangala 1st Block, Bangalore",Lucknowiz,Yes,No,3.5,323,"+91 8861997764
+91 7259617123",Koramangala 1st Block,Quick Bites,"Tikki, Chicken Tikka, Chicken Biryani, Thali, Shammi Kebab Roll, Rumali Roti, Nihari","Lucknowi, Chinese",500
"808, 1st Floor, Above Eye World Optical, 7th Cross, 2nd Stage, BTM, Bangalore",Sai Abhiruchi,Yes,No,3.8,337,080 49653037,BTM,Casual Dining,"Dum Biryani, Dal Fry, Paneer Biryani","Andhra, North Indian, Biryani",800
"219, 7th Block, Koramangala 7th Block, Bangalore",Barbeque Station,Yes,No,2.8,151,"+91 9739594937
080 40979004",Koramangala 7th Block,Casual Dining,"Biryani, Butter Naan","North Indian, Chinese, BBQ",700
"366, 1st Main, 7th Cross, Koramangala 7th Block, Bangalore",Sweet Chariot,Yes,No,4.0,186,"080 41216704
080 41216705",Koramangala 7th Block,"Bakery, Dessert Parlor","Donut, Chocolate Mousse, Chocolate Cake, Cheesecake, Chicken Wings","Bakery, Fast Food",500
"18th Cross, Near Reliance Digital, Sector 3, HSR, Bangalore",The Waffles Hut,Yes,No,4.1,162,"080 25722900
+91 9108873135",HSR,Dessert Parlor,"Waffles, Vanilla Ice Cream, Brownie, Nutella Waffle, Velvet Crunch, Belgian Chocolate Waffle",Desserts,400
"61, 4th Floor, 1st Main, 7th Block, Koramangala 7th Block, Bangalore",Gam's Delicacy,Yes,Yes,4.2,325,"080 64555224
+91 9742818247",Koramangala 7th Block,Casual Dining,"Fish, Veg Thali, Bamboo Shoot Pork, Pork Fry, Kheer, Pork Thali, Clear Soup","North Indian, Chinese, Assamese",800
Delivery Only,Aligarh House,Yes,No,4.4,98,+91 8042166111,Koramangala,Delivery,"Raita, Muradabadi Biryani","North Indian, Biryani, Awadhi, Mughlai",400
"638, Honngasandra Devarchikkana Halli Main Road, Bommanahalli, Bangalore",Domino's Pizza,Yes,No,3.9,419,"080 46809888
18602100000",Bommanahalli,Quick Bites,Friendly Staff,"Pizza, Fast Food",800
"915, Ground Floor, 80 Feet Road, Koramangala 6th Block, Bangalore",Go Italia,Yes,No,4.0,777,"080 41515858
+91 9611639043",Koramangala 6th Block,Casual Dining,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Mocktails, Risotto","Italian, Pizza, Fast Food, Salad",750
"57, 1st & 2nd Floor, SLV Arcade, 40th Cross, 5th Block, Jayanagar, Bangalore",Desi Rasoi,Yes,Yes,3.8,362,"+91 9611711911
+91 7829229366",Jayanagar,Casual Dining,"Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun","Biryani, North Indian, Chinese, Rajasthani",600
"123(2), 24th Main, 5th Phase, Opposite To Royal High School, JP Nagar, Bangalore",Funky Punjab,Yes,No,3.9,409,"+91 7829391919
+91 7760686868",JP Nagar,Casual Dining,"Lassi, Chole, Palak Paneer, Chaap, Paneer Tikka, Panneer Butter Masala, Paratha","North Indian, Chinese",500
"1158, 5th Main, 20th Cross, 7th Sector, HSR, Bangalore",Southinn,Yes,No,3.8,190,"00 08025720213
+91 9686967908",HSR,Quick Bites,"Vada, Idli, Masala Dosa, Filter Coffee, Tea, Sandwiches","South Indian, Fast Food, Chinese, North Indian, Street Food",250
"1699, 19th Main 26th Cross, 2nd Sector, HSR, Bangalore",EggFactor - Street House,Yes,No,4.1,61,+91 9902805592,HSR,Kiosk,"Omelette, Chicken Grill",Fast Food,200
"956, N.S Plaza, 16th Main Road, 2nd Stage, BTM, Bangalore",Beijing Bites,Yes,No,3.7,479,"080 42093688
080 42093788",BTM,Casual Dining,"Noodles, Manchow Soup, Dragon Chicken, Crispy Chicken, Prawn, Chicken Spring Rolls, Spring Roll","Chinese, Thai",850
"927 H, 1st Floor, 1st A Main, Koramangala 4th Block, Bangalore",The Paratha Company,Yes,No,4.3,287,+91 6362566513,Koramangala 4th Block,Delivery,"Aloo Paratha, Litti, Dal Makhani, Sattu Paratha, Liti Chokha, Cheese Paneer Paratha, Kheer",North Indian,400
"88, Celler Floor, 17th Cross, 14th Main, Sector 4, HSR, Bangalore",Frozen Bottle,Yes,No,4.2,182,+91 8123232385,HSR,Beverage Shop,"Dessert Jar, Berryblast, Cheesecake, Vanilla Ice Cream","Beverages, Desserts, Ice Cream",400
"5, 1st Main, Jakkasandra Extension, Koramangala 1st Block, Bangalore",Mangala Hotel,Yes,No,3.6,96,"+91 9886998474
080 40944279",Koramangala 1st Block,Quick Bites,"Masala Dosa, Biryani, Chicken Stew, Tea, Appam, Paratha","Kerala, Chinese, North Indian",300
"780, 19th Main, 17th Cross, Sector-1, VCR Cornerstone, HSR, Bangalore",Purnabramha Maharashtrian Restaurant,Yes,No,3.7,829,+91 8550078515,HSR,Casual Dining,"Thali, Puran Poli, Misal Pav, Sabudana Vada, Buttermilk, Kanda Poha, Kanda Bhaji",Maharashtrian,850
"127/4, 5th Block, KHB MIG Colony, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",Juice Junction,Yes,No,3.9,69,080 40927571,Koramangala 5th Block,"Beverage Shop, Quick Bites","Sandwiches, Sandwich","Juices, Fast Food",150
"5th Main, Sector 7, HSR, Bangalore",Shanmukha,Yes,No,4.0,985,080 49653004,HSR,Casual Dining,"Onion Kulcha, Hyderabadi Chicken Dum Biryani, Butter Naan, Veg Seekh Kebab, Mushroom Manchurian, Wings, Mutton Biryani","Biryani, Andhra, North Indian, Chinese",800
"L 141, 5th Main, Sector 6, HSR, Bangalore",Rajesh Restaurant,Yes,Yes,3.5,59,"+91 8095457454
+91 7090207707",HSR,Casual Dining,"Coffee, Thali","North Indian, Chinese, South Indian, Continental",700
"799, 7th Cross Road, 2nd Stage, Near Fooddays, BTM, Bangalore",Laddoos,Yes,No,3.4,277,080 40991947,BTM,"Quick Bites, Dessert Parlor","Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa","North Indian, Street Food, Mithai",250
"6, 1st Floor, 7st, Brigade Millennium Ave, New Extension, NS Palya, Stage 2, BTM Layout, Bangalore",Ovenstory Pizza,Yes,No,4.0,144,18002700913,BTM,Delivery,"Pizza, Lava Cake",Pizza,750
"1016, 1st Floor, 80 Feet Road, Koramangala 1st Block, Bangalore",Koshe Kosha,Yes,No,4.0,571,+91 9830949494,Koramangala 1st Block,Casual Dining,"Fish, Kosha Mangsho, Chicken Curry, Luchi, Chingri Malaikari, Biryani, Bhetki Fry","Bengali, Seafood",600
"Ground Floor, 148/1 and 148/2, Near HSBC, Bannerghatta Road, Bangalore",Wangs Kitchen,Yes,No,2.9,116,080 39253925,Bannerghatta Road,Casual Dining,"Noodles, Momos",Chinese,"1,000"
"41, Ground Floor, 100 Feet Road, 17th Main, Koramangala 4th Block, Bangalore",Petoo,Yes,No,4.0,59,080 43752124,Koramangala 4th Block,Quick Bites,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet","North Indian, South Indian",300
"44, 7th Cross, 12th Main, 6th Sector, HSR Layout, HSR, Bangalore",Ambur Star Briyani,Yes,No,2.8,227,"+91 8553007373
080 25720796",HSR,Quick Bites,"Chicken Biryani, Ambur Biryani, Kothu Paratha, Onion Raita, Fish Fry","Biryani, Kebab",500
"16/33, 11th Main, 4th Block, Geetha Colony, Jayanagar, Bangalore",Rooftop Cafe,Yes,No,4.1,799,"080 26544411
+91 8050712836",Jayanagar,Cafe,"Pizza, Nachos, Rolls, Veggie Roll, Sandwiches, Burgers, Mango Shake","Cafe, Fast Food, Beverages",400
"115, 31st Main, 2nd Stage, Behind Bus Stand, BTM , Bangalore",Abhiruchi Hotel,Yes,No,3.5,735,"080 41434999
080 64245555",BTM,Casual Dining,"Dum Biryani, Prawn Curry, Paneer Biryani, Chicken Boneless Biryani, Apollo Fish","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600
"1024, 1st Block, Koramangala Bangalore",The Wok Shop,Yes,No,4.1,270,"080 41510106
+91 9060355962",Koramangala 1st Block,Quick Bites,"Momos, Rice Noodles, Kung Pao Chicken, Noodle, Rice Bowl, Thai Green Curry, Chicken Dim Sum","Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500
"7, 8th Cross, Jakkasandra, Koramangala 1st Block, Bangalore",Maa Di Hatti,Yes,No,2.8,137,"+91 9513571091
+91 9513571090",Koramangala 1st Block,Quick Bites,"Saag, Veg Thali",North Indian,500
"2, 1st Floor, 4th Cross, Jakkasandra Extension, Sarjapur Road, Near Ujivan Finance Bank, Koramangala 1st Block, Bangalore",Bakingo,Yes,No,4.0,74,080 45128823,Koramangala 1st Block,Bakery,Coffee,"Bakery, Desserts",500
"149, Someshwara Temple Road, Koramangala 7th Block, Bangalore",Zeeshan,Yes,No,3.8,214,"080 40974055
080 41737866",Koramangala 7th Block,Casual Dining,"Rolls, Kathi Roll, Mutton Roll, Chicken Roll, Firni, Chicken Tikka, Bengali Style Biryani","North Indian, Kebab, Biryani, Rolls",700
"126, 1st A Cross, KHB Colony, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Gelato Italiano,Yes,No,3.9,110,"+91 9036979391
+91 8904215780",Koramangala 5th Block,Dessert Parlor,"Gelato, Madagascar Chocolate, Belgian Chocolate, Waffle Cone, New York Cheesecake","Ice Cream, Bakery, Desserts",200
"133, MIG, KHB Colony, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Hatti Kaapi,Yes,No,3.9,237,"+91 8884247518
080 26622374",Koramangala 5th Block,Quick Bites,"Filter Coffee, Badam Milk, Idli, Hot Coffee, Samosa, Lemon Tea, Mini Idlis","South Indian, Beverages",200
"100 Feet Ring Road, 1st Phase BTM, Bangalore",Empire Restaurant,Yes,No,3.9,95,080 43334321,BTM,"Takeaway, Delivery","Biryani, Chicken Grill","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400
"160/A, 1st Main Road, 7th Block, Koramangala 7th Block, Bangalore",Meat And Eat,Yes,No,3.6,90,+91 8043009665,Koramangala 7th Block,Quick Bites,"Burgers, Fries, Chicken Wings, Popcorn, Chicken Grill","Fast Food, Burger",500
"Opposite Mahavir Jain College, 41st Cross, 9th Block, Jayanagar, Bangalore",Bhavani Chats N Juice,Yes,No,3.9,92,080 41213980,Jayanagar,Quick Bites,"Chaat, Aloo Tikki, Dabeli, Panipuri, Pav Bhaji, Vada Pav, Masala Poori","Beverages, Street Food",200
"9, 24th Main, 4th Cross, Marenahalli Village, 2nd Phase, JP Nagar, Bangalore",Asha Sweets Centre,Yes,No,3.9,42,080 26492939,JP Nagar,Dessert Parlor,"Rabri, Panipuri, Badam Milk, Kachori, Moong Dal Halwa","Mithai, Street Food",250
"150, 5th Cross, 5th Block, KHB Colony, Koramangala 5th Block, Bangalore",Juice Junction,Yes,No,4.0,138,080 25526983,Koramangala 5th Block,"Beverage Shop, Quick Bites","Fruit Bowl, Grape Juice, Nannari Sharbat, Cheese Sandwich, Tea, Cheese Sandwiches, Orange Juice","Juices, Fast Food, South Indian, Chinese",150
"No. 157, shop #6, 1st floor, 2nd cross, yellukunte road, 3rd sector HSR layout, Bangalore:560068",Mynutrikitchen,Yes,No,3.6,59,"+91 9886155115
+91 9886420058",HSR,Delivery,Salad,"North Indian, Healthy Food",300
"1st Floor, 1st Cross, Besides Bosch, Koramangala 7th Block, Bangalore",InnerChef,Yes,No,3.9,152,"080 41202278
+91 7829745705",Koramangala 7th Block,Delivery,"Pasta, Salads, Chole, Butter Chicken, Brownie, Butter Cookies, Sandwiches","North Indian, Continental",500
"Ground Floor, Forum Mall, Hosur Road, Koramangala 7th Block, Bangalore",Smoor,Yes,No,4.2,600,"080 22067901
+91 9902588030",Koramangala 7th Block,Dessert Parlor,"Sandwich, Cheesecake, Cup Cake, Hot Chocolate, Coffee, Macaroon, Mousse","Desserts, Beverages",900
"Twin Tulips, 1086/A, Near BDA Complex, 18th Cross Road, 14th Main, Sector 3, HSR, Bangalore",Parika Multicuisine & Coastal Fine Dine,Yes,Yes,3.9,601,080 49653159,HSR,Casual Dining,"Sea Food, Fish, Prawn Curry, Crab Masala, Prawn Gassi, Naan, Neer Dosa","Mangalorean, Seafood, North Indian, Chinese","1,000"
"39, 15th Cross, Besides HDFC Bank, 4th Phase, JP Nagar, Bangalore",Two Friends Cauldron,Yes,Yes,4.1,454,080 49652809,JP Nagar,Casual Dining,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza","Continental, Italian, American",700
"688, 7th Main, 10th Cross Main Road, 2nd Stage, BTM, Bangalore",Roti Wala,Yes,No,4.0,199,+91 9731100002,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",North Indian,300
"1, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",Al-Bek,Yes,No,3.9,169,080 43334333,BTM,"Takeaway, Delivery","Naan, Mutton Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",450
"15/1, 4th Cross, 4th Block, 80 Feet Road, Near Sony signal, Koramangala 4th Block, Bangalore",The Rendezvous,Yes,No,3.7,483,"080 41132655
080 25631177",Koramangala 4th Block,Casual Dining,"Chicken Fritters, Steak, Sandwiches, Burgers, Pasta, Salads, Beef Stroganoff","Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",800
"18, 4th Main, 14th Cross, 4th Link Road, Maruthi Nagar, Madiwala, BTM, Bangalore",Biryani Pot,Yes,No,3.8,1071,080 49652177,BTM,Casual Dining,"Hyderabadi Biryani, Vegetable Biryani, Mutton Biryani, Veg Dum Biryani, Chicken Boneless Biryani, Egg Biryani, Chicken Dum Biryani",Biryani,500
"606, 20th Main Road, Koramangala 6th Block, Bangalore",Hotel Tom's Restaurant,Yes,No,4.1,66,+91 8660743584,Koramangala 6th Block,Casual Dining,"Neer Dosa, Prawn Curry, Pork Chilli, Biryani, Sea Food, Kori Roti, Chicken Curry","Mangalorean, Seafood, Chinese, North Indian","1,000"
"1216, Ground Floor, 14th Main, 3rd Sector, HSR, Bangalore",Grapevine,Yes,Yes,4.1,732,"+91 8971470114
+91 9940693011",HSR,Cafe,"Wine, Pizza, Brownie, Pasta, Souvlaki, Tiramisu, Mezze Platter","Cafe, Continental, Italian, Beverages, Mediterranean","1,200"
"59, Ground Floor, Opposite Jyoti Niwas College, Koramangala 5th Block, Bangalore",Chai Galli,Yes,No,4.3,480,"+91 9108422723
080 5532224",Koramangala 5th Block,Cafe,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie","Cafe, Tea, Street Food",450
"104/2, 1st Cross, 20th Main, Maruthi Nagar Main Road, 1st Stage, BTM, Bangalore",New Tasty Cafeteria,Yes,No,3.8,376,"080 26841198
+91 8904516291",BTM,Quick Bites,"Shawarma, Chicken Grill, Faluda","North Indian, Chinese, Arabian, Rolls, Juices",500
"702, 6th Cross, 3rd Block, Behind BDA Complex, Koramangala 3rd Block, Bangalore",Sagar Fast Food,Yes,No,4.0,76,+91 9945937823,Koramangala 3rd Block,Quick Bites,"Tea, Coffee, Neer Dosa, Gajar Ka Halwa, Thali, Chaat, Cheese Dosa","South Indian, North Indian, Fast Food",300
"1004, Wipro Signal, 80 Feet Road, 1st Block, Koramangala 1st Block, Bangalore",Cafe Terra,Yes,No,4.1,778,"080 41313553
+91 9739477277",Koramangala 1st Block,Cafe,"English Breakfast, Waffles, Chocolate Cake, Frittata, Chicken Lasagne, Ginger Tea, Burgers","Cafe, Continental",700
"1st Cross, 100 Feet Road, Opposite ING Vusya Bank, Koramangala 5th Block, Bangalore",Sukh Sagar,Yes,No,3.8,473,"080 25538888
080 25533377",Koramangala 5th Block,Casual Dining,"Pav Bhaji, Panneer Butter Masala, Deluxe Thali, Tea, Panipuri, Chaat, Masala Dosa","South Indian, North Indian, Chinese, Street Food",500
"148, 1st Floor, 9th Main, 6th Sector, HSR, Bangalore",Birinz,Yes,No,4.2,78,080 49653397,HSR,Casual Dining,"Gulab Jamun, Chicken Guntur, Mushroom Biryani, Chicken Kolhapuri, Paneer Biryani, Chicken Biryani","Biryani, Kebab, Fast Food",400
"447/B, 17th G Main, Opposite to Bus Depot Road, Koramangala 5th Block, Bangalore",Sulemani Chichas,Yes,No,4.1,361,080 49652154,Koramangala 5th Block,"Takeaway, Delivery","Hyderabadi Biryani, Chicken Biryani, Mutton Paya, Mutton Biryani, Vegetable Biryani, Khichda, Tandoori Chicken","Biryani, Hyderabadi, Kebab",400
"87, 4th Floor, 14th Main Rd, Sector 4, HSR, Bangalore",Spicy Kitchen,Yes,No,3.7,62,+91 9663079398,HSR,Quick Bites,Spicy Chicken,"Andhra, North Indian",500
"927 H, 1st Floor, 1st A Main, Koramangala 4th Block, Bangalore",Maa Bhook Lagi,Yes,No,3.9,296,+91 8197726028,Koramangala 4th Block,"Takeaway, Delivery","Chole, Kheer, Biryani, Litti, Liti Chokha, Churma, Raita",North Indian,400
"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",30 Square,Yes,No,4.2,556,"+91 9739275618
+91 8884187565",Koramangala 5th Block,Quick Bites,"Veg Momos, Noodles, Cheese Momos, Jhol Momos, Wai Wai Bhel, Brownie, Chicken Momo","Tibetan, Nepalese, Momos",400
"13(29), 2nd Cross, Opposite St. Johns Wood Apartment, Taverekere Main Road, BTM, Bangalore",Fillers,Yes,No,3.9,138,+91 9663577118,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal","North Indian, Fast Food",300
"2, 17th Main, 1st Stage, BTM, Bangalore",Biggies Burger 'n' More,Yes,No,3.8,208,"+91 8041103328
+91 9986123444",BTM,"Cafe, Quick Bites","Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger","Cafe, Burger, Beverages",650
"797, Annapurna, Opposite Hande Hall, 10th Main, 35th Cross, 4th Block, Jayanagar, Bangalore",Waffle Stories,Yes,No,4.2,251,"+91 9886552856
+91 9916992866",Jayanagar,Dessert Parlor,"Choco Blast Waffles, Coffee, Nitrogen Ice Cream, Brownie Sundae, Nutella Waffle, Kitkat Waffles, Brownie Waffle","Desserts, Beverages",300
"157, Ground Floor, 4th Cross, Venkateshwara Layout, S.G Palya, BTM, Bangalore",Indori Chatorey,Yes,No,2.8,138,+91 8050765508,BTM,Quick Bites,"Kachori, Indori Poha, Cheese Paratha, Paneer Parantha, Thali, Poha Jalebi","North Indian, Street Food",300
"Shop 26, Opposite Gopalan Innovation Mall, 2nd Stage, Bannerghatta Main Road, BTM, Bangalore",Udupi Thaja Thindi,Yes,No,2.9,42,"080 26684932
+91 9448180376",BTM,Quick Bites,"Masala Dosa, Vada, Filter Coffee","North Indian, South Indian, Chinese, Fast Food",250
"487, JT Plaza, JNC Road, Koramangala 5th Block, Bangalore",Cream Chemistry,Yes,No,4.0,229,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500
